date,open,high,low,close,volume,dividends,splits,Capital Gains,symbol,Sector,Industry,return,ma5,ma20,ma50,volatility,volume_ma20,day_of_week,month,year,next_day_close,price_up
2015-05-29 00:00:00-04:00,178.690890668198,178.732949068437,177.37835018992112,177.6475830078125,124919600,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.006213262694022004,178.36949462890624,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,4,5,2015,178.00941467285156,1
2015-06-01 00:00:00-04:00,178.32071878951413,178.6572630865363,177.21009950032553,178.00941467285156,93338800,0.0,0.0,0.0,SPY,Unknown,Unknown,0.002036794753482063,178.13055114746095,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,0,6,2015,177.8326873779297,0
2015-06-02 00:00:00-04:00,177.54662349502306,178.53102886032383,176.91559342713748,177.8326873779297,91531000,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0009927974610032253,178.24161376953126,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,1,6,2015,178.30389404296875,1
2015-06-03 00:00:00-04:00,178.37120547242736,178.934924251008,177.80748669384673,178.30389404296875,87820900,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0026497190813838944,178.11036682128906,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,2,6,2015,176.7978057861328,0
2015-06-04 00:00:00-04:00,177.58869887713576,178.2533782486132,176.4780797693427,176.7978057861328,151882800,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.00844674910169374,177.71827697753906,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,3,6,2015,176.49490356445312,0
2015-06-05 00:00:00-04:00,176.64634461563915,177.176413971469,175.83021138200945,176.49490356445312,121704700,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0017132691230687946,177.48774108886718,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,4,6,2015,175.40953063964844,0
2015-06-08 00:00:00-04:00,176.3855269082631,176.5369808029363,175.33381011148174,175.40953063964844,89063300,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.006149599239891557,176.96776428222657,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,0,6,2015,175.38421630859375,0
2015-06-09 00:00:00-04:00,175.38421630859375,175.93111651468658,174.7447773883171,175.38421630859375,105034700,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0001443155965492604,176.4780700683594,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,1,6,2015,177.4877471923828,1
2015-06-10 00:00:00-04:00,176.15837544736902,177.87478467291754,176.09948597500983,177.4877471923828,134551300,0.0,0.0,0.0,SPY,Unknown,Unknown,0.011993843733850262,176.3148406982422,177.94206848144532,177.41183135986327,0.005872662388340955,95258810.0,2,6,2015,178.05987548828125,1
2015-06-11 00:00:00-04:00,177.9336617619957,178.44690010353955,177.69807821227135,178.05987548828125,73876400,0.0,0.0,0.0,SPY,Unknown,Unknown,0.003223480521606259,176.56725463867187,178.0097984313965,177.41183135986327,0.005872662388340955,94219235.0,3,6,2015,176.6968231201172,0
2015-06-12 00:00:00-04:00,177.2268924704095,177.93364304523976,176.41916835750405,176.6968231201172,135382400,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0076550225839834285,176.60763854980468,177.91724853515626,177.41183135986327,0.005634491521632333,96191655.0,4,6,2015,175.93954467773438,0
2015-06-15 00:00:00-04:00,175.54409825945152,176.22560847528578,174.82892592723726,175.93954467773438,124384200,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.00428575018503885,176.71364135742186,177.77715988159179,177.41183135986327,0.0056824837296535055,98585360.0,0,6,2015,176.8987579345703,1
2015-06-16 00:00:00-04:00,175.7881388804974,176.98290041018407,175.6114576553835,176.8987579345703,85308200,0.0,0.0,0.0,SPY,Unknown,Unknown,0.00545194804609106,177.01654968261718,177.65726318359376,177.41183135986327,0.005789953067296092,99123285.0,1,6,2015,177.1848907470703,1
2015-06-17 00:00:00-04:00,177.1848907470703,177.79910281367378,176.15000465374567,177.1848907470703,126708600,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0016174947514657756,176.9559783935547,177.55461883544922,177.41183135986327,0.005812074458604396,101852985.0,2,6,2015,179.02745056152344,1
2015-06-18 00:00:00-04:00,177.7906305014868,179.49861766280586,177.21850268945548,179.02745056152344,165867900,0.0,0.0,0.0,SPY,Unknown,Unknown,0.010399079778666609,177.1494934082031,177.55041275024413,177.41183135986327,0.006306786380202462,106303505.0,3,6,2015,178.232666015625,0
2015-06-19 00:00:00-04:00,178.78222659634056,178.85831543187803,177.85220893715172,178.232666015625,130478700,1.03,0.0,0.0,SPY,Unknown,Unknown,-0.004439456314691337,177.4566619873047,177.4803840637207,177.41183135986327,0.006341969980017068,109589210.0,4,6,2015,179.1457977294922,1
2015-06-22 00:00:00-04:00,179.16271066242123,179.73762137412984,178.93443122063672,179.1457977294922,70696000,0.0,0.0,0.0,SPY,Unknown,Unknown,0.005123256775989349,178.09791259765626,177.47746734619142,177.41183135986327,0.006437975666501599,110252335.0,0,6,2015,179.2726287841797,1
2015-06-23 00:00:00-04:00,179.3571805557293,179.61082296958904,178.87527158010593,179.2726287841797,68476800,0.0,0.0,0.0,SPY,Unknown,Unknown,0.000707976722284176,178.57268676757812,177.57723007202148,177.41183135986327,0.005919460435332863,107460745.0,1,6,2015,177.97061157226562,0
2015-06-24 00:00:00-04:00,179.00208123196845,179.3825383915139,177.94524862168183,177.97061157226562,92307300,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.007262777484462024,178.72983093261718,177.5277542114258,177.41183135986327,0.0057751006881003935,107415410.0,2,6,2015,177.42947387695312,0
2015-06-25 00:00:00-04:00,178.47785623479524,178.60467095918568,177.35338504231885,177.42947387695312,97107400,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.003040601425886358,178.4102355957031,177.4613151550293,177.41183135986327,0.005805959199310924,108522050.0,3,6,2015,177.39573669433594,0
2015-06-26 00:00:00-04:00,177.79309396742434,178.0382864070308,176.83772586708469,177.39573669433594,104174800,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.00019014418450336024,178.24284973144532,177.44872283935547,177.41183135986327,0.005640045804188568,107484810.0,4,6,2015,173.67564392089844,0
2015-06-29 00:00:00-04:00,175.89922388199795,177.40415250106332,173.5995550684352,173.67564392089844,202621300,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.020970587246115446,177.14881896972656,177.2320343017578,177.41183135986327,0.007294455587092198,112948935.0,0,6,2015,174.0392303466797,1
2015-06-30 00:00:00-04:00,175.23132793830285,175.2820667492747,173.55730839837955,174.0392303466797,182925100,0.0,0.0,0.0,SPY,Unknown,Unknown,0.00209347964730644,176.10213928222657,177.0423614501953,177.41183135986327,0.007331757659717336,117518640.0,1,6,2015,175.43421936035156,1
2015-07-01 00:00:00-04:00,175.62867295513246,175.88231537051007,174.63947914586998,175.43421936035156,135979900,0.0,0.0,0.0,SPY,Unknown,Unknown,0.008015371079802547,175.59486083984376,176.89887771606445,177.41183135986327,0.007568677294062508,119926590.0,2,7,2015,175.27354431152344,0
2015-07-02 00:00:00-04:00,175.91610669105756,176.0851973011715,174.85081133584535,175.27354431152344,104373700,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0009158706289682517,175.1636749267578,176.822664642334,177.41183135986327,0.007351587138389471,117551135.0,3,7,2015,174.77474975585938,0
2015-07-06 00:00:00-04:00,173.97155955695555,175.56102702087796,173.7686430526982,174.77474975585938,117975400,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.002845806294517139,174.6394775390625,176.7366569519043,177.41183135986327,0.007366524478756222,117364670.0,0,7,2015,175.8738250732422,1
2015-07-07 00:00:00-04:00,174.97763325818,176.00063980149204,172.56805021514313,175.8738250732422,173820200,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0062885246233685965,175.07911376953126,176.75987167358397,177.41183135986327,0.007386245097338399,121602515.0,1,7,2015,172.9232177734375,0
2015-07-08 00:00:00-04:00,174.52114853175382,174.80860397168993,172.68648824633817,172.9232177734375,164020100,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.016776841571370382,174.8559112548828,176.63682174682617,177.41183135986327,0.008301705573801459,124551785.0,2,7,2015,173.2360076904297,1
2015-07-09 00:00:00-04:00,175.0453047219852,175.30741006320542,173.12610586428139,173.2360076904297,144113100,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0018088370145992183,174.41626892089843,176.42423477172852,177.41183135986327,0.007779741919197838,125029875.0,3,7,2015,175.41729736328125,1
2015-07-10 00:00:00-04:00,175.2566567451482,175.84003040014142,173.2782692288318,175.41729736328125,129456900,0.0,0.0,0.0,SPY,Unknown,Unknown,0.012591433512768813,174.44501953125,176.2921058654785,177.41183135986327,0.008322092185858108,127808900.0,4,7,2015,177.35340881347656,1
2015-07-13 00:00:00-04:00,176.6939463566852,177.46331062241677,176.6516704759601,177.35340881347656,106069400,0.0,0.0,0.0,SPY,Unknown,Unknown,0.01103717523469605,174.96075134277345,176.32493515014647,177.41183135986327,0.008548129247387631,126343250.0,0,7,2015,178.1227569580078,1
2015-07-14 00:00:00-04:00,177.31111688500954,178.43558812643033,177.25192807719387,178.1227569580078,81709600,0.0,0.0,0.0,SPY,Unknown,Unknown,0.004337938298893285,175.41053771972656,176.43409576416016,177.41183135986327,0.008526340536547381,124209520.0,1,7,2015,178.06361389160156,0
2015-07-15 00:00:00-04:00,178.1650656942407,178.63007462431804,177.58169202748812,178.06361389160156,97914100,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0003320354311616702,176.43861694335936,176.49233856201172,177.41183135986327,0.008452722209042043,124839815.0,2,7,2015,179.492431640625,1
2015-07-16 00:00:00-04:00,179.12887455776442,179.492431640625,178.88369509785295,179.492431640625,106683300,0.0,0.0,0.0,SPY,Unknown,Unknown,0.008024198306416652,177.68990173339844,176.60771560668945,177.41183135986327,0.008622486926343577,123838550.0,3,7,2015,179.64463806152344,1
2015-07-17 00:00:00-04:00,179.4839974341535,179.7038268824657,179.06972729071447,179.64463806152344,89030000,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0008479823884897097,178.53536987304688,176.63857498168946,177.41183135986327,0.008315032781061679,119996655.0,4,7,2015,179.73764038085938,1
2015-07-20 00:00:00-04:00,179.8729180570212,180.23646229831812,179.4163720259617,179.73764038085938,70446800,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0005177016154753744,179.01221618652343,176.71382369995118,177.41183135986327,0.00824286853570245,116995060.0,0,7,2015,179.02745056152344,0
2015-07-21 00:00:00-04:00,179.60236132962558,179.8644666629783,178.72308224288432,179.02745056152344,77965000,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.003951258166241978,179.19315490722656,176.70790634155273,177.41183135986327,0.008221988768214327,117358510.0,1,7,2015,178.7061767578125,0
2015-07-22 00:00:00-04:00,178.33416958610292,179.04437095972563,178.30035661630646,178.7061767578125,88667900,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0017945505155955166,179.32166748046876,176.67958374023436,177.41183135986327,0.008229673860993764,118368065.0,2,7,2015,177.70008850097656,0
2015-07-23 00:00:00-04:00,178.8414730876705,178.94292490842872,177.33654420939897,177.70008850097656,90509100,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.005629846013657458,178.96319885253905,176.66605758666992,177.41183135986327,0.0081629720980016,118278155.0,3,7,2015,175.85696411132812,0
2015-07-24 00:00:00-04:00,177.8015388907941,177.86071481453612,175.51878280219927,175.85696411132812,117755000,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.01037210732530558,178.2056640625,176.58743209838866,177.3948651123047,0.008463690857212842,119310535.0,4,7,2015,174.83392333984375,0
2015-07-27 00:00:00-04:00,174.96075099110763,175.47648581102172,174.38582735377935,174.83392333984375,132361100,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.005817459528283053,177.22492065429688,176.45934143066407,177.32058715820312,0.008549074778177772,120719850.0,0,7,2015,176.98143005371094,1
2015-07-28 00:00:00-04:00,175.6794049632264,177.12515775056892,174.8424017344188,176.98143005371094,123544800,0.0,0.0,0.0,SPY,Unknown,Unknown,0.012283123737335755,176.8157165527344,176.6246307373047,177.28538940429686,0.00757593682235789,116766025.0,1,7,2015,178.19883728027344,1
2015-07-29 00:00:00-04:00,177.10817913097847,178.42710376667813,176.96445148742504,178.19883728027344,105791300,0.0,0.0,0.0,SPY,Unknown,Unknown,0.006878728611205309,176.71424865722656,176.83261108398438,177.26343231201173,0.007688004026901301,112909335.0,2,7,2015,178.2411346435547,1
2015-07-30 00:00:00-04:00,177.68312403015804,178.41022525043013,177.05747459385393,178.2411346435547,91304400,0.0,0.0,0.0,SPY,Unknown,Unknown,0.00023736048970235402,176.82245788574218,176.97295684814452,177.2434994506836,0.007520523109361018,110675560.0,3,7,2015,177.97061157226562,0
2015-07-31 00:00:00-04:00,178.74843882534194,178.7738017759257,177.68315619845694,177.97061157226562,103266900,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0015177364744117794,177.24518737792968,177.10781021118163,177.2206802368164,0.007529037747648243,110620220.0,4,7,2015,177.3703155517578,0
2015-08-03 00:00:00-04:00,177.93678915347567,177.99596506809831,176.40648477840452,177.3703155517578,113965700,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0033730064486745537,177.7524658203125,177.23758850097656,177.17542175292968,0.007543349203444224,110419735.0,0,8,2015,177.02369689941406,0
2015-08-04 00:00:00-04:00,177.29423934415487,177.7592482812911,176.53332501123307,177.02369689941406,81820800,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0019542089174588995,177.76091918945312,177.29508209228516,177.1318130493164,0.007450249411243166,105819765.0,1,8,2015,177.60704040527344,1
2015-08-05 00:00:00-04:00,177.92830869753067,178.65540993914453,177.31957217428248,177.60704040527344,85786800,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0032952848464735673,177.64255981445314,177.52927322387694,177.1384063720703,0.006281670963909181,101908100.0,2,8,2015,176.15286254882812,0
2015-08-06 00:00:00-04:00,177.79305590383225,177.9029706222478,175.56102597347228,176.15286254882812,116030800,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.008187613808141259,177.22490539550782,177.67511596679688,177.0822610473633,0.006631682408135527,100503985.0,3,8,2015,175.81471252441406,0
2015-08-07 00:00:00-04:00,175.9922661217625,176.14444386166818,174.9016073826045,175.81471252441406,117858000,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0019196396784090242,176.7937255859375,177.69498672485352,177.0233901977539,0.006048322237743046,99924040.0,4,8,2015,178.02980041503906,1
2015-08-10 00:00:00-04:00,176.93914193663323,178.11433928340026,176.93914193663323,178.02980041503906,80270700,0.0,0.0,0.0,SPY,Unknown,Unknown,0.012598990487314277,176.92562255859374,177.72880630493165,177.03103454589845,0.006204614403713939,98634105.0,0,8,2015,176.42343139648438,0
2015-08-11 00:00:00-04:00,176.6770738380666,177.09980694044015,175.6540540539748,176.42343139648438,126081400,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.009023034429122445,176.80556945800782,177.64384002685546,176.9993148803711,0.006451002422248696,100852695.0,1,8,2015,176.63473510742188,1
2015-08-12 00:00:00-04:00,175.10444388537834,176.82073863835615,173.62487855344673,176.63473510742188,172123700,0.0,0.0,0.0,SPY,Unknown,Unknown,0.001197707749276411,176.6111083984375,177.5723960876465,176.97535583496094,0.00646165272862939,104563175.0,2,8,2015,176.4149169921875,0
2015-08-13 00:00:00-04:00,176.4740928965112,177.16738112375234,175.8653564192019,176.4149169921875,89383300,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0012444784153053945,176.66351928710938,177.41852035522462,176.9375762939453,0.00615190376533034,103698175.0,3,8,2015,177.0574951171875,1
2015-08-14 00:00:00-04:00,176.22047910007115,177.1335839639832,176.07675142252774,177.0574951171875,72786500,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0036424251188942325,176.91207580566407,177.2891632080078,176.94277008056642,0.006223726541864256,102886000.0,4,8,2015,178.04673767089844,1
2015-08-17 00:00:00-04:00,176.45726986505144,178.04673767089844,175.992260839089,178.04673767089844,79072600,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0055871261087037105,176.91546325683595,177.20461807250976,176.97380676269532,0.006377545352332745,103317290.0,0,8,2015,177.53097534179688,0
2015-08-18 00:00:00-04:00,177.767704827436,178.1227990558947,177.29424585615774,177.53097534179688,71692700,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0028967805636230803,177.13697204589843,177.12979431152343,177.01623565673827,0.006351409743605606,103003675.0,1,8,2015,176.12753295898438,0
2015-08-19 00:00:00-04:00,176.77853267392047,177.55636006507896,175.3074296757517,176.12753295898438,172946000,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.00790533809725591,177.03553161621093,177.00086212158203,177.0311019897461,0.0065653797535217715,107217580.0,2,8,2015,172.44969177246094,0
2015-08-20 00:00:00-04:00,174.59716962055765,176.10209798751376,172.39050296326798,172.44969177246094,194327900,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.020881693649680066,176.24248657226562,176.73834228515625,176.93034088134766,0.007914552420208347,112408520.0,3,8,2015,167.25856018066406,0
2015-08-21 00:00:00-04:00,170.55587281171998,172.42435856984426,166.99646775368126,167.25856018066406,346588500,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.030102295564820913,174.28269958496094,176.30842208862305,176.71431457519532,0.010029729575815957,123850195.0,4,8,2015,160.21583557128906,0
2015-08-24 00:00:00-04:00,158.51645325252167,166.96265184222833,154.2130207404922,160.21583557128906,507244300,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.04210681116570547,170.71651916503907,175.5775177001953,176.38469482421874,0.013389742662241117,142594355.0,0,8,2015,158.33045959472656,0
2015-08-25 00:00:00-04:00,165.22945401299782,165.24636694929484,158.03454126308623,158.33045959472656,369833100,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.011767725517516592,166.876416015625,174.64496917724608,176.03251312255858,0.012895789363247664,154908770.0,1,8,2015,164.4093475341797,1
2015-08-26 00:00:00-04:00,162.3971340383367,164.68834000136118,159.26044905368667,164.4093475341797,339257000,0.0,0.0,0.0,SPY,Unknown,Unknown,0.03839367330211174,164.53277893066405,173.95549468994142,175.78272491455078,0.016029138148265565,166582055.0,2,8,2015,168.47604370117188,1
2015-08-27 00:00:00-04:00,166.57374485939872,168.60285846364087,165.04345318858753,168.47604370117188,274143900,0.0,0.0,0.0,SPY,Unknown,Unknown,0.02473518828451504,163.73804931640626,173.46724014282228,175.60854797363282,0.017251093506460695,175724030.0,3,8,2015,168.48443603515625,1
2015-08-28 00:00:00-04:00,167.82497369451517,168.9578948539975,167.33460194620523,168.48443603515625,160414400,0.0,0.0,0.0,SPY,Unknown,Unknown,4.981321854424792e-05,163.98322448730468,172.9929313659668,175.39768768310546,0.01726016988658798,178581405.0,4,8,2015,167.12327575683594,0
2015-08-31 00:00:00-04:00,167.49528289008825,168.35766188982873,166.5652650569575,167.12327575683594,163298800,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.008078848766994051,165.36471252441407,172.4805793762207,175.1754998779297,0.01730338203530392,181048060.0,0,8,2015,162.13502502441406,0
2015-09-01 00:00:00-04:00,163.27639643034829,164.67142312754063,161.2557331242223,162.13502502441406,256000400,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.02984773192023693,166.12562561035156,171.73614578247071,174.8352844238281,0.01832328185340253,189757040.0,1,9,2015,165.21250915527344,1
2015-09-02 00:00:00-04:00,164.54458381105036,165.25478503415124,162.68456124750995,165.21250915527344,160269300,0.0,0.0,0.0,SPY,Unknown,Unknown,0.018980995194566752,166.2862579345703,171.1164192199707,174.55408203125,0.01898574535376557,193481165.0,2,9,2015,165.3308868408203,1
2015-09-03 00:00:00-04:00,165.9311605052825,167.44455194259302,164.83206497299105,165.3308868408203,152087800,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0007165176907737436,165.6572265625,170.5753204345703,174.3012875366211,0.018972921597526986,195284015.0,3,9,2015,162.82830810546875,0
2015-09-04 00:00:00-04:00,163.04813754122688,163.90205363173544,161.99975496511865,162.82830810546875,207081000,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.015136788915679378,164.5260009765625,169.92600021362304,174.00926422119142,0.01916278245651015,199745165.0,4,9,2015,166.92039489746094,1
2015-09-08 00:00:00-04:00,165.66065844635514,167.07258553028186,165.00964582415958,166.92039489746094,116025700,0.0,0.0,0.0,SPY,Unknown,Unknown,0.02513129835717276,164.4854248046875,169.37052993774415,173.7997573852539,0.01991247236020156,201532915.0,1,9,2015,164.68833923339844,0
2015-09-09 00:00:00-04:00,168.5183126116534,168.64512736887184,164.31634497862805,164.68833923339844,149347700,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.013371976896134563,164.99608764648437,168.78377532958984,173.6200112915039,0.02000491743377395,202696230.0,2,9,2015,165.58450317382812,1
2015-09-10 00:00:00-04:00,164.49384492851777,166.74278733905894,164.2317525612716,165.58450317382812,158611100,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0054415749445357875,165.07048645019532,168.23126373291015,173.45091674804686,0.020076902872616462,202020600.0,3,9,2015,166.33700561523438,1
2015-09-11 00:00:00-04:00,165.18717120004405,166.40464445151486,164.46851985275427,166.33700561523438,119691200,0.0,0.0,0.0,SPY,Unknown,Unknown,0.004544522144178442,165.27171020507814,167.7273681640625,173.26897247314454,0.020145659100594144,203535995.0,4,9,2015,165.71981811523438,0
2015-09-14 00:00:00-04:00,166.51455837329956,166.5652842789991,165.22944619215608,165.71981811523438,79452000,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0037104641731237065,165.85001220703126,167.16048431396484,173.07789794921874,0.020089999688108002,203869270.0,0,9,2015,167.7912139892578,1
2015-09-15 00:00:00-04:00,166.22709648701482,168.23931000650356,165.6775486623291,167.7912139892578,113806200,0.0,0.0,0.0,SPY,Unknown,Unknown,0.012499385393864415,166.02417602539063,166.6477081298828,172.93822723388672,0.020305813792308856,205605950.0,1,9,2015,169.2454071044922,1
2015-09-16 00:00:00-04:00,168.09558552939535,169.4398736068597,167.74894131295548,169.2454071044922,99581600,0.0,0.0,0.0,SPY,Unknown,Unknown,0.008666682126320824,166.9355895996094,166.2334297180176,172.80565887451172,0.020465878282409363,207000395.0,2,9,2015,168.86495971679688,0
2015-09-17 00:00:00-04:00,169.11015213808227,171.53663599237723,168.48450250875058,168.86495971679688,276046600,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.002247903764150183,167.59168090820313,165.87030105590821,172.7244937133789,0.020421738888108984,212155425.0,3,9,2015,166.10546875,0
2015-09-18 00:00:00-04:00,166.32644109419581,168.85051844434946,165.6890448112197,166.10546875,223657500,1.033,0.0,0.0,SPY,Unknown,Unknown,-0.016341406597465857,167.54537353515624,165.55308990478517,172.5818829345703,0.020223958985395887,213621905.0,4,9,2015,166.96380615234375,1
2015-09-21 00:00:00-04:00,166.94680529030953,168.00062531498517,165.9014792127219,166.96380615234375,105726200,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0051674240998988985,167.79417114257814,165.53835220336913,172.41281311035155,0.01912267360722582,201578790.0,0,9,2015,164.796630859375,0
2015-09-22 00:00:00-04:00,164.77113605423523,165.26405723336447,163.64931275666055,164.796630859375,153890900,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.012979910693886154,167.19525451660155,165.76739196777345,172.16167755126952,0.016695302974640412,183911120.0,1,9,2015,164.53318786621094,0
2015-09-23 00:00:00-04:00,164.96661255298037,165.4425329073602,163.9467813696154,164.53318786621094,92790600,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0015985945330937446,166.2528106689453,166.07752838134766,171.8898861694336,0.01642121425693744,170058995.0,2,9,2015,163.93829345703125,0
2015-09-24 00:00:00-04:00,163.3008972725671,164.40571991921,161.94962047378922,163.93829345703125,159378800,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0036156499299303535,165.2674774169922,166.05397567749023,171.6073797607422,0.014042273788945115,161065085.0,3,9,2015,163.8957977294922,0
2015-09-25 00:00:00-04:00,165.41704412968002,165.72299479262685,163.01193449526463,163.8957977294922,155054800,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0002592178230170772,164.82554321289064,165.82496337890626,171.29544708251953,0.012775461919606419,155110630.0,4,9,2015,159.78244018554688,0
