date,open,high,low,close,volume,dividends,splits,symbol,Sector,Industry,return,ma5,ma20,ma50,volatility,volume_ma20,day_of_week,month,year,next_day_close,price_up
2015-05-13 00:00:00-04:00,28.290463870135095,28.523695007429993,28.227671200665686,28.25906753540039,138776800,0.0,0.0,AAPL,Technology,Consumer Electronics,0.02333163920628456,28.88430862426758,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,2,5,2015,28.918397903442383,1
2015-05-14 00:00:00-04:00,28.57303815415217,28.918397903442383,28.516973015362268,28.918397903442383,180814000,0.0,0.0,AAPL,Technology,Consumer Electronics,0.02333163920628456,28.88430862426758,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,3,5,2015,28.87802505493164,0
2015-05-15 00:00:00-04:00,28.945303888182956,29.039492885957355,28.752439724565775,28.87802505493164,152832000,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0013960956151701787,28.88430862426758,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,4,5,2015,29.19647979736328,1
2015-05-18 00:00:00-04:00,28.7905687737688,29.31533760796462,28.78608260489397,29.19647979736328,203531600,0.0,0.0,AAPL,Technology,Consumer Electronics,0.011027580377324098,28.88430862426758,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,0,5,2015,29.169572830200195,0
2015-05-19 00:00:00-04:00,29.308613283085617,29.351223337213625,29.07313900949819,29.169572830200195,178532800,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0009215825794696153,28.88430862426758,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,1,5,2015,29.167327880859375,0
2015-05-20 00:00:00-04:00,29.15387279477292,29.373647185389032,29.005860003932757,29.167327880859375,145819600,0.0,0.0,AAPL,Technology,Consumer Electronics,-7.696202319751322e-05,29.065960693359376,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,2,5,2015,29.465591430664062,1
2015-05-21 00:00:00-04:00,29.169569305141973,29.519415190733618,29.11574554507242,29.465591430664062,158921600,0.0,0.0,AAPL,Technology,Consumer Electronics,0.010225947026172966,29.175399398803712,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,3,5,2015,29.72348976135254,1
2015-05-22 00:00:00-04:00,29.51268773318277,29.81992357067761,29.467832888690626,29.72348976135254,182384000,0.0,0.0,AAPL,Technology,Consumer Electronics,0.008752525171447534,29.34449234008789,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,4,5,2015,29.068653106689453,0
2015-05-26 00:00:00-04:00,29.736952048819326,29.806472275899534,28.956522825090502,29.068653106689453,282790400,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.022030947910918752,29.318927001953124,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,1,5,2015,29.611356735229492,1
2015-05-27 00:00:00-04:00,29.23011454617458,29.66069432201889,29.16508050283067,29.611356735229492,183332800,0.0,0.0,AAPL,Technology,Consumer Electronics,0.018669720490597896,29.407283782958984,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,2,5,2015,29.553054809570312,0
2015-05-28 00:00:00-04:00,29.570996064084852,29.59117869218456,29.400559279113327,29.553054809570312,122933200,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0019689042342938556,29.484429168701173,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,3,5,2015,29.216663360595703,0
2015-05-29 00:00:00-04:00,29.42971019272997,29.4790477861014,29.131443258964264,29.216663360595703,203538000,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.011382628670443706,29.4346435546875,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,4,5,2015,29.27497100830078,1
2015-06-01 00:00:00-04:00,29.216664496569496,29.4655938466424,29.1650855276555,29.27497100830078,128451200,0.0,0.0,AAPL,Technology,Consumer Electronics,0.001995698378881805,29.34493980407715,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,0,6,2015,29.1449031829834,0
2015-06-02 00:00:00-04:00,29.122475758744436,29.30188488682264,29.001376564909734,29.1449031829834,134670400,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.004442970251977485,29.360189819335936,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,1,6,2015,29.180782318115234,1
2015-06-03 00:00:00-04:00,29.301884934089788,29.364677615726777,29.131444722265528,29.180782318115234,123934000,0.0,0.0,AAPL,Technology,Consumer Electronics,0.0012310603643652662,29.274074935913085,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,2,6,2015,29.010345458984375,0
2015-06-04 00:00:00-04:00,29.059683054716306,29.28394360915436,28.90942889387615,29.010345458984375,153800400,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0058407227494052805,29.1655330657959,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,3,6,2015,28.851116180419922,0
2015-06-05 00:00:00-04:00,29.04173900210717,29.08434905085685,28.78608213155326,28.851116180419922,142507200,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.005488706737035498,29.09242362976074,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,4,6,2015,28.660499572753906,0
2015-06-08 00:00:00-04:00,28.907184129737455,28.976707776122268,28.442966560956766,28.660499572753906,210699200,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.006606905829015353,28.969529342651366,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,0,6,2015,28.575275421142578,0
2015-06-09 00:00:00-04:00,28.41380757087726,28.723288187543126,28.171607506451284,28.575275421142578,224301600,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.002973575230082348,28.855603790283205,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,1,6,2015,28.902700424194336,1
2015-06-10 00:00:00-04:00,28.687408793181845,29.005858359639028,28.671710623313455,28.902700424194336,156349200,0.0,0.0,AAPL,Technology,Consumer Electronics,0.011458332359921775,28.799987411499025,29.091413688659667,28.676283950805665,0.010445176817702965,170446000.0,2,6,2015,28.83766746520996,0
2015-06-11 00:00:00-04:00,28.96998038753927,29.194240969905525,28.812998664271877,28.83766746520996,141563600,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0022500651506575098,28.76545181274414,29.120343685150146,28.676283950805665,0.010445176817702965,170585340.0,3,6,2015,28.51920509338379,0
2015-06-12 00:00:00-04:00,28.747951743232722,28.779348073843877,28.50575001197092,28.51920509338379,147544800,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.011043277761988435,28.699069595336915,29.100384044647218,28.676283950805665,0.009360332959938043,168921880.0,4,6,2015,28.46314239501953,0
2015-06-15 00:00:00-04:00,28.279248852517377,28.53490568694789,28.191787393947564,28.46314239501953,175955600,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0019657875519560886,28.65959815979004,29.07963991165161,28.676283950805665,0.009363579164420252,170078060.0,0,6,2015,28.615646362304688,1
2015-06-16 00:00:00-04:00,28.487817914900596,28.671711500832313,28.33980683889324,28.615646362304688,125976400,0.0,0.0,AAPL,Technology,Consumer Electronics,0.0053579455552961175,28.66767234802246,29.050598239898683,28.676283950805665,0.009071701373084709,166200300.0,1,6,2015,28.548364639282227,0
2015-06-17 00:00:00-04:00,28.64255364625347,28.678434439445006,28.422777585681928,28.548364639282227,131672400,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0023512215020622396,28.59680519104004,29.019537830352782,28.676283950805665,0.009076971508251465,163857280.0,2,6,2015,28.678434371948242,1
2015-06-18 00:00:00-04:00,28.5326664043,28.77486646294574,28.530423320052066,28.678434371948242,141628800,0.0,0.0,AAPL,Technology,Consumer Electronics,0.004556118513599161,28.564958572387695,28.995093154907227,28.676283950805665,0.009161477961895056,163647740.0,3,6,2015,28.391380310058594,0
2015-06-19 00:00:00-04:00,28.640309613792592,28.66497840684529,28.3465288923111,28.391380310058594,218867600,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.010009404912648567,28.539393615722656,28.941382598876952,28.676283950805665,0.0089949986150224,166645040.0,4,6,2015,28.61788558959961,1
2015-06-22 00:00:00-04:00,28.590973710783715,28.718802140958196,28.49902778569709,28.61788558959961,136157200,0.0,0.0,AAPL,Technology,Consumer Electronics,0.00797795940413537,28.57034225463867,28.886102390289306,28.676283950805665,0.008948645466396522,164333700.0,0,6,2015,28.48781394958496,0
2015-06-23 00:00:00-04:00,28.588732211470873,28.617885463497288,28.454174528956322,28.48781394958496,121075600,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.0045451170600080415,28.544775772094727,28.857060432434082,28.676283950805665,0.007630898008495228,156247960.0,1,6,2015,28.730016708374023,1
2015-06-24 00:00:00-04:00,28.52818188866539,29.109017552550675,28.50799926218056,28.730016708374023,221123600,0.0,0.0,AAPL,Technology,Consumer Electronics,0.008501977695364316,28.581106185913086,28.812993431091307,28.676283950805665,0.006509045894525686,158137500.0,2,6,2015,28.593217849731445,0
2015-06-25 00:00:00-04:00,28.89821231033968,28.9744600700057,28.593217849731445,28.593217849731445,127752400,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.004761530772194211,28.564062881469727,28.765001583099366,28.676283950805665,0.006549697682575498,158378460.0,3,6,2015,28.425020217895508,0
2015-06-26 00:00:00-04:00,28.63133948063868,28.70310277685248,28.371198173478145,28.425020217895508,176267200,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.005882431026821844,28.57079086303711,28.725419425964354,28.676283950805665,0.006226089427341297,157014920.0,4,6,2015,27.92715835571289,0
2015-06-29 00:00:00-04:00,28.135720678431095,28.362224250860308,27.915946357872315,27.92715835571289,196645600,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.017514916730619556,28.432645416259767,28.65802879333496,28.676283950805665,0.00713566294170088,160424640.0,0,6,2015,28.128992080688477,1
2015-06-30 00:00:00-04:00,28.160388411017273,28.283732359431596,28.001163675500763,28.128992080688477,177482800,0.0,0.0,AAPL,Technology,Consumer Electronics,0.007227148655971183,28.360881042480468,28.607233238220214,28.676283950805665,0.0074250394306336785,162565260.0,1,6,2015,28.391380310058594,1
2015-07-01 00:00:00-04:00,28.458659147651748,28.46762977339563,28.254581261665244,28.391380310058594,120955200,0.0,0.0,AAPL,Technology,Consumer Electronics,0.009328035239138721,28.293153762817383,28.567763137817384,28.676283950805665,0.007806841955263078,162416320.0,2,7,2015,28.355504989624023,0
2015-07-02 00:00:00-04:00,28.353261905012243,28.411570128112857,28.205249118135043,28.355504989624023,108844000,0.0,0.0,AAPL,Technology,Consumer Electronics,-0.001263599023463513,28.2456111907959,28.535021114349366,28.676283950805665,0.007734756284723263,160168500.0,3,7,2015,28.256824493408203,0
