open_scaled,high_scaled,low_scaled,close_scaled,volume_scaled,return_scaled,ma5_scaled,ma20_scaled,ma50_scaled,volatility_scaled,volume_ma20_scaled,day_of_week_scaled,month_scaled,date,next_day_close,next_day_close_scaled,price_up,open_min,open_max,high_min,high_max,low_min,low_max,close_min,close_max,volume_min,volume_max,return_min,return_max,ma5_min,ma5_max,ma20_min,ma20_max,ma50_min,ma50_max,volatility_min,volatility_max,volume_ma20_min,volume_ma20_max,day_of_week_min,day_of_week_max,month_min,month_max
0.02574953451090245,0.03037148315757761,0.021799948263265687,0.02187837327114786,0.03110770968317185,0.6290732983852246,0.014436010536070992,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.0,0.5454545454545454,2015-07-06 00:00:00-04:00,36.619998931884766,0.021554515218929676,0,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.02474537881117103,0.0234150911394677,0.021799948263265687,0.021554515218929676,0.04219669500089163,0.6290732983852246,0.014436010536070992,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.25,0.5454545454545454,2015-07-07 00:00:00-04:00,34.70000076293945,0.014645561740768948,0,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.01979630031281776,0.01821571955502667,0.016458956503554764,0.014645561740768948,0.027549337216905424,0.4999301978238544,0.014436010536070992,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.5,0.5454545454545454,2015-07-08 00:00:00-04:00,34.5,0.013925875655076275,0,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.015349299664330185,0.015203670847246817,0.014496971693486571,0.013925875655076275,0.015455774832075133,0.6205150569208394,0.014436010536070992,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.75,0.5454545454545454,2015-07-09 00:00:00-04:00,34.689998626708984,0.014609569886705615,1,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.013771338753238646,0.014020359646967892,0.01446063068476218,0.014609569886705615,0.020751352315282648,0.6496387077260755,0.014436010536070992,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,1.0,0.5454545454545454,2015-07-10 00:00:00-04:00,36.77999877929688,0.02213026134210977,1,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.017106585819455483,0.022303497013020798,0.019983285907993545,0.02213026134210977,0.044180586102359864,0.7910867641397413,0.014487331841320922,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.0,0.5454545454545454,2015-07-13 00:00:00-04:00,36.93000030517578,0.022670029338096837,1,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.02212739167930322,0.02316408822037215,0.023979937545578686,0.022670029338096837,0.022092522142305178,0.6459465801600486,0.014714613905142948,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.25,0.5454545454545454,2015-07-14 00:00:00-04:00,37.5099983215332,0.02475710388704816,1,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.02567780714940801,0.02481353988260955,0.0255422682799155,0.02475710388704816,0.08465196457231171,0.6759903096666001,0.016774804921950326,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.5,0.5454545454545454,2015-07-15 00:00:00-04:00,38.630001068115234,0.028787340476178952,1,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.02869028792919756,0.031160357291096882,0.029357270314014042,0.028787340476178952,0.1461429293229507,0.7125623080948675,0.01980277591570237,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,0.75,0.5454545454545454,2015-07-16 00:00:00-04:00,38.38999938964844,0.027923714427973673,0,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
0.03084205405164922,0.03198508312221561,0.029720597241054927,0.027923714427973673,0.32723206324674553,0.6193545450799633,0.02251548586474697,0.017426322090822496,0.01098198907375239,0.31285042605159225,0.4058089870333525,1.0,0.5454545454545454,2015-07-17 00:00:00-04:00,40.470001220703125,0.03540842775618483,1,30.81999969482422,309.6600036621094,31.280000686645508,310.1600036621094,30.0,305.2300109863281,30.6299991607666,308.5299987792969,1680000.0,136264000.0,-0.2459044082883865,0.1410978005850276,31.506000137329103,304.29600219726564,32.70850009918213,298.39850158691405,33.837200012207035,287.0882006835937,0.0056410607293036,0.0771941504961838,4727920.0,34559455.0,0.0,4.0,1.0,12.0
