ds,y,open,high,low,volume,ma5,ma20,ma50,volatility,volume_ma20,return,next_day_y,price_up
2015-05-13 00:00:00-04:00,107.85369110107422,107.20261314630112,108.14167019460577,106.8958591068362,2570545,108.44593811035156,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.0102741826375636,108.96179962158205,1
2015-05-14 00:00:00-04:00,108.96179962158205,108.6174756525314,109.18091396625154,108.44218617519375,2551299,108.44593811035156,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.0102741826375636,108.4672393798828,0
2015-05-15 00:00:00-04:00,108.4672393798828,108.8741632149434,109.18718231822008,108.05406055843186,3050764,108.44593811035156,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0045388406158561,108.34201049804688,0
2015-05-18 00:00:00-04:00,108.34201049804688,108.57990977044066,108.61121467280572,107.86622194524858,2061248,108.44593811035156,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0011545318434569,108.60494995117188,1
2015-05-19 00:00:00-04:00,108.60494995117188,108.28567591745812,108.77398443395396,107.63458790347435,2639058,108.44593811035156,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.002426939023157,108.78023529052734,1
2015-05-20 00:00:00-04:00,108.78023529052734,108.5110411173413,109.20594397797734,107.9663877939236,2406114,108.6312469482422,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.0016139719178018,108.51729583740234,0
2015-05-21 00:00:00-04:00,108.51729583740234,108.50477587533048,109.01813428823291,108.3294864143353,2401198,108.54234619140624,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0024171620186584,107.81614685058594,0
2015-05-22 00:00:00-04:00,107.81614685058594,108.3294953136714,108.54860965591294,107.79736190994048,2980786,108.41212768554688,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0064611726767221,106.50769805908205,0
2015-05-26 00:00:00-04:00,106.50769805908205,107.74725401937998,107.75351899529475,105.88166009901184,4031493,108.0452651977539,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0121359261087041,107.67839050292967,1
2015-05-27 00:00:00-04:00,107.67839050292967,107.15252220743908,107.97888952663494,106.73307856784676,2891562,107.85995330810547,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.0109916228139514,107.49688720703124,0
2015-05-28 00:00:00-04:00,107.49688720703124,107.3341176729269,107.57827197408342,106.83954409222932,1811044,107.60328369140623,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0016856055801975,106.20720672607422,0
2015-05-29 00:00:00-04:00,106.20720672607422,107.27146324150844,107.27146324150844,106.20720672607423,4280232,107.14126586914062,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0119973751283904,106.53903198242188,1
2015-06-01 00:00:00-04:00,106.53903198242188,106.55781692329724,107.0774203782978,105.81908913138346,3122833,106.8858428955078,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.003124319587874,106.20720672607422,0
2015-06-02 00:00:00-04:00,106.20720672607422,106.21346170986617,106.70803508486448,105.44343923232466,2689684,106.82574462890624,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0031145886176476,106.37628173828124,1
2015-06-03 00:00:00-04:00,106.37628173828124,106.73938072239208,107.40297886300552,106.19472725023005,2229026,106.56532287597656,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.0015919354007971,105.4121551513672,0
2015-06-04 00:00:00-04:00,105.4121551513672,106.1320979327807,106.80196086602282,105.13044101741988,3220948,106.14837646484376,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0090633604705804,104.79867553710938,0
2015-06-05 00:00:00-04:00,104.79867553710938,105.33080909135032,105.7439979665,104.67346587870108,3243123,105.86667022705078,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0058198185339904,103.50902557373048,0
2015-06-08 00:00:00-04:00,103.50902557373048,104.65467731236464,104.72354211593236,103.30869614152942,3931600,105.2606689453125,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,-0.0123059757842286,103.72185516357422,1
2015-06-09 00:00:00-04:00,103.72185516357422,103.50900580700709,103.93471451213068,102.2757145487981,3552111,104.7635986328125,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.0020561452362639,105.75021362304688,1
2015-06-10 00:00:00-04:00,105.75021362304688,104.22894331795922,106.04444771768078,103.9597491472956,4895803,104.63838500976564,106.8773998260498,105.27255279541016,0.0081287820879959,3028023.55,0.0195557479788019,105.66259002685548,0
2015-06-11 00:00:00-04:00,105.66259002685548,105.96307915238084,106.7018069822728,105.51234046809762,3623344,104.68847198486328,106.76784477233886,105.27255279541016,0.0081287820879959,3080663.5,-0.0008285902523444,104.54197692871094,0
2015-06-12 00:00:00-04:00,104.54197692871094,105.31826463997756,105.3620895090308,104.3541674807573,3206095,104.6371322631836,106.5468536376953,105.27255279541016,0.0079440818838694,3113403.3,-0.0106055804410976,104.0849609375,0
2015-06-15 00:00:00-04:00,104.0849609375,104.54196453949396,104.54196453949396,102.82661979975354,4441002,104.7523193359375,106.32773971557616,105.27255279541016,0.00794139896617,3182915.2,-0.0043716027249282,104.44807434082033,1
2015-06-16 00:00:00-04:00,104.44807434082033,104.1287902791772,104.79865331643558,103.86586104346097,3399291,104.89756317138672,106.13304290771484,105.27255279541016,0.0080356496755201,3249817.35,0.0034886250621581,104.65465545654295,1
2015-06-17 00:00:00-04:00,104.65465545654295,104.54823078016136,105.08035416206944,103.98479250427336,2994698,104.67845153808594,105.9355281829834,105.27255279541016,0.008023841128483,3267599.35,0.0019778355611284,105.3307647705078,1
2015-06-18 00:00:00-04:00,105.3307647705078,104.57951712815876,105.62499885076654,104.57951712815876,3484121,104.6120864868164,105.76305465698242,105.27255279541016,0.008204170627295,3321499.7,0.0064603845000053,104.54197692871094,0
2015-06-19 00:00:00-04:00,104.54197692871094,104.93638076620972,105.43720929141618,104.40424733568088,7399404,104.6120864868164,105.56428871154785,105.27255279541016,0.0083091759589731,3571410.0,-0.007488674780967,105.00521850585938,1
2015-06-22 00:00:00-04:00,105.00521850585938,104.95513866383996,105.38710228122665,104.67341457251156,2443247,104.79613800048828,105.42374229431152,105.27255279541016,0.0083466423266576,3544533.05,0.0044311537887247,105.56238555908205,1
2015-06-23 00:00:00-04:00,105.56238555908205,105.4121360498055,106.4075377997642,104.90504270699878,3871874,105.01900024414064,105.37647666931151,105.27255279541016,0.0080597100166898,3536552.1,0.0053060891749068,104.5294418334961,0
2015-06-24 00:00:00-04:00,104.5294418334961,105.61874846432956,105.7001332127944,104.44179210807762,3711313,104.99395751953124,105.21902923583984,105.27255279541016,0.0078483324150422,3577539.65,-0.0097851495124445,103.97228240966795,0
2015-06-25 00:00:00-04:00,103.97228240966795,105.04906922205647,105.2556636092225,103.97228240966795,2519709,104.72226104736328,105.04279899597168,105.27255279541016,0.0078961654880387,3612972.9,-0.0053301674059985,103.58415985107422,0
2015-06-26 00:00:00-04:00,103.58415985107422,104.06620350497656,104.42930249009686,103.44016525918758,9357516,104.53069763183592,104.91164665222168,105.27255279541016,0.0075333017584276,3866837.1,-0.0037329425650625,102.0252914428711,0
2015-06-29 00:00:00-04:00,102.0252914428711,102.62003460882192,103.51526685829882,101.97521159428156,3467176,103.93471221923828,104.68595962524414,105.27255279541016,0.0080590771836094,3884054.25,-0.0150492933518441,101.83121490478516,0
2015-06-30 00:00:00-04:00,101.83121490478516,102.6638372523651,102.67010222868706,101.49314599110542,3762776,103.1884780883789,104.46716003417968,105.27255279541016,0.0080558514864205,3937708.85,-0.0019022394873001,102.97689056396484,1
2015-07-01 00:00:00-04:00,102.97689056396484,102.65135149446157,103.67805855427343,102.4197171571618,3362367,102.87796783447266,104.29719047546386,105.27255279541016,0.0085606829871806,3994375.9,0.0112507315193177,103.35247802734376,1
