ds,y,open,high,low,volume,ma5,ma20,ma50,volatility,volume_ma20,return,next_day_y,price_up
2015-05-13 00:00:00-04:00,0.5047141313552856,0.5054368773995395,0.5092915038227956,0.4998958626857888,308524000,0.5104834794998169,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.016229322302236,0.5129052996635437,1
2015-05-14 00:00:00-04:00,0.5129052996635437,0.5061597448831517,0.5155553882743894,0.5049551487076206,293052000,0.5104834794998169,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.016229322302236,0.5131460428237915,1
2015-05-15 00:00:00-04:00,0.5131460428237915,0.5150733269879306,0.5174824609122464,0.5100141629783528,215824000,0.5104834794998169,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.0004693715592443,0.5124234557151794,0
2015-05-18 00:00:00-04:00,0.5124234557151794,0.511941605805666,0.5155553365312644,0.5095324711347007,324972000,0.5104834794998169,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.00140815099077,0.5092284679412842,0
2015-05-19 00:00:00-04:00,0.5092284679412842,0.5131008777486505,0.5147951291695554,0.5082603077852968,253808000,0.5104834794998169,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0062350537202401,0.5092284679412842,0
2015-05-20 00:00:00-04:00,0.5092284679412842,0.5094704791282081,0.515521220434473,0.5087443878632906,196824000,0.5113863468170166,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.0,0.5055981874465942,0
2015-05-21 00:00:00-04:00,0.5055981874465942,0.5094706563048196,0.5116489308571024,0.505114107200254,239692000,0.5099249243736267,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0071289818288566,0.5048722624778748,0
2015-05-22 00:00:00-04:00,0.5048722624778748,0.5068085263978106,0.5087447326135617,0.5036621480190765,212592000,0.5082701683044434,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0014357744682306,0.5017258524894714,0
2015-05-26 00:00:00-04:00,0.5017258524894714,0.5024519442006791,0.505840333716861,0.4978533825977574,259732000,0.5061306476593017,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0062320912084988,0.5285910367965698,1
2015-05-27 00:00:00-04:00,0.5285910367965698,0.5051142077048517,0.531011323101514,0.5034200130618085,432332000,0.5100031614303588,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.0535455451892668,0.5358518362045288,1
2015-05-28 00:00:00-04:00,0.5358518362045288,0.5285909780960216,0.5375460306594301,0.5276228752223882,327656000,0.5153278350830078,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.0137361379639764,0.5356096625328064,0
2015-05-29 00:00:00-04:00,0.5356096625328064,0.5358516737518022,0.5392400616343561,0.5348835711716659,335168000,0.5213301301002502,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0004519414796405,0.5416604280471802,1
2015-06-01 00:00:00-04:00,0.5416604280471802,0.5389981311271038,0.5469850795914949,0.535609742737159,372660000,0.5286877632141114,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.0112969685531076,0.531011164188385,0
2015-06-02 00:00:00-04:00,0.531011164188385,0.5382720209302962,0.5411763867087248,0.5305270839905937,224304000,0.534544825553894,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0196604058693901,0.5252026319503784,0
2015-06-03 00:00:00-04:00,0.5252026319503784,0.5324634906500945,0.5365779714761828,0.5242344712937425,250788000,0.5338671445846558,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0109386254559912,0.5346418023109436,1
2015-06-04 00:00:00-04:00,0.5346418023109436,0.522056289951577,0.5363359970202154,0.522056289951577,323712000,0.5336251378059387,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.0179724353732046,0.5387561917304993,1
2015-06-05 00:00:00-04:00,0.5387561917304993,0.5329474591967901,0.5411764777181549,0.5273807956547653,313320000,0.5342544436454773,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.007695599935829,0.5264126658439636,0
2015-06-08 00:00:00-04:00,0.5264126658439636,0.5370619698076537,0.5406923697511467,0.5203619800367534,342812000,0.5312048912048339,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0229111536461193,0.5290750861167908,1
2015-06-09 00:00:00-04:00,0.5290750861167908,0.5268968112588115,0.5329474978143,0.5259287083344342,256888000,0.5308176755905152,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,0.0050576675782652,0.5196359157562256,0
2015-06-10 00:00:00-04:00,0.5196359157562256,0.5227822933144667,0.5261706821605203,0.5167315494857969,529460000,0.5297043323516846,0.5210145294666291,0.5059415483474732,0.0167985047165488,300706000.0,-0.0178408899006096,0.5252026319503784,1
2015-06-11 00:00:00-04:00,0.5252026319503784,0.5196359678435118,0.5288330324481487,0.5196359678435118,283052000,0.5278164982795716,0.5220389544963837,0.5059415483474732,0.0167985047165488,299432400.0,0.0107127240926978,0.5109227895736694,0
2015-06-12 00:00:00-04:00,0.5109227895736694,0.5218140458658984,0.5249604229002259,0.5097126179277772,323728000,0.5222498178482056,0.52193982899189,0.5059415483474732,0.0176629544764855,300966200.0,-0.0271892056665439,0.5099546313285828,0
2015-06-15 00:00:00-04:00,0.5099546313285828,0.5082603796680616,0.5123749166525582,0.504387969313024,306548000,0.5189582109451294,0.5217802584171295,0.5059415483474732,0.0176672259117332,305502400.0,-0.0018949208468358,0.5162473320960999,1
