date,open,high,low,close,volume,dividends,splits,Capital Gains,symbol,Sector,Industry,return,ma5,ma20,ma50,price_to_ma5,price_to_ma20,price_to_ma50,ma5_cross_ma20,ma20_cross_ma50,volatility,volume_ma20,rel_volume,day_of_week,month,year,rsi,next_day_close,next_day_direction,next_week_avg,next_week_direction,next_month_avg,next_month_direction
2015-05-18 00:00:00-04:00,178.57312539278774,179.54910894555377,178.50581396874503,179.2967071533203,74549700,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0003284997628588693,179.29668884277345,177.77716827392578,177.28538818359374,0.9994833532217549,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,0,5,2015,34.21761059482429,179.23780822753906,0,178.89283447265626,0,177.63477143787202,0
2015-05-19 00:00:00-04:00,179.4145023237805,179.6921571388218,178.95174429871165,179.23780822753906,72114600,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0003284997628588693,179.29668884277345,177.77716827392578,177.28538818359374,0.9994833532217549,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,1,5,2015,34.21761059482429,179.11158752441406,0,178.8373016357422,0,177.62475367954798,0
2015-05-20 00:00:00-04:00,179.33874911659618,179.86881850836832,178.79186149911146,179.11158752441406,76857500,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.000704208026047537,179.29668884277345,177.77716827392578,177.28538818359374,0.9994833532217549,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,2,5,2015,34.21761059482429,179.63328552246094,1,178.7666229248047,0,177.58290318080358,0
2015-05-21 00:00:00-04:00,178.96860594621398,179.84362894813125,178.80032093500265,179.63328552246094,64764600,0.0,0.0,0.0,SPY,Unknown,Unknown,0.002912698197015118,179.29668884277345,177.77716827392578,177.28538818359374,0.9994833532217549,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,3,5,2015,34.21761059482429,179.2040557861328,0,178.36949462890624,0,177.55968874976747,0
2015-05-22 00:00:00-04:00,179.24611416919663,179.66680070650904,179.1367443995627,179.2040557861328,57433500,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0023894777355973895,179.29668884277345,177.77716827392578,177.28538818359374,0.9994833532217549,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,4,5,2015,34.21761059482429,177.27743530273438,0,178.13055419921875,0,177.56295485723587,0
2015-05-26 00:00:00-04:00,178.70776801925967,179.1368768210579,176.85674845444203,177.27743530273438,124308600,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.010750987051865168,178.89283447265626,177.77716827392578,177.28538818359374,0.9909700174706059,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,1,5,2015,34.21761059482429,178.96014404296875,1,178.24160766601562,1,177.59596470424108,1
2015-05-27 00:00:00-04:00,177.74015501409053,179.19572760006216,177.32787737000658,178.96014404296875,93214000,0.0,0.0,0.0,SPY,Unknown,Unknown,0.009491951061683768,178.8373016357422,177.77716827392578,177.28538818359374,1.0006868947702912,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,2,5,2015,34.21761059482429,178.75819396972656,0,178.1103485107422,0,177.5230756487165,0
2015-05-28 00:00:00-04:00,178.6488113220544,178.8675637790598,178.05985252370223,178.75819396972656,74974600,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.0011284639623093673,178.7666229248047,177.77716827392578,177.28538818359374,0.9999528493913449,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,3,5,2015,34.21761059482429,177.64764404296875,0,177.7182647705078,0,177.45819382440476,0
2015-05-29 00:00:00-04:00,178.690952061808,178.73301047649718,177.37841113257585,177.64764404296875,124919600,0.0,0.0,0.0,SPY,Unknown,Unknown,-0.006212581935941319,178.36949462890624,177.77716827392578,177.28538818359374,0.9959530603176329,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,4,5,2015,34.21761059482429,178.0093536376953,1,177.4877197265625,0,177.26904950823103,0
2015-06-01 00:00:00-04:00,178.32065764761916,178.65720182924832,177.21003873923524,178.0093536376953,93338800,0.0,0.0,0.0,SPY,Unknown,Unknown,0.0020361069051897385,178.13055419921875,177.77716827392578,177.28538818359374,0.9993195970109211,0.9896635034945441,0.9982855729160319,0,0,0.005789746802393968,98585360.0,1.2616903767455938,0,6,2015,34.21761059482429,177.83270263671875,0,176.9677520751953,0,177.07999165852866,0
