date,open,high,low,close,volume,dividends,splits,symbol,Sector,Industry,return,ma5,ma20,ma50,price_to_ma5,price_to_ma20,price_to_ma50,ma5_cross_ma20,ma20_cross_ma50,volatility,volume_ma20,rel_volume,day_of_week,month,year,rsi,next_day_close,next_day_direction,next_week_avg,next_week_direction,next_month_avg,next_month_direction
2015-05-18 00:00:00-04:00,87.5442886352539,88.53428649902344,87.02428436279297,88.26714324951172,14812000,0.0,0.0,NFLX,Communication Services,Entertainment,-0.0022496508231101275,88.59342803955079,90.35478477478027,96.20579940795898,1.0027670404790416,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,0,5,2015,65.75008274462269,88.06857299804688,0,88.53857116699218,1,90.87489718482608,1
2015-05-19 00:00:00-04:00,88.8885726928711,89.78571319580078,87.80999755859375,88.06857299804688,19101600,0.0,0.0,NFLX,Communication Services,Entertainment,-0.0022496508231101275,88.59342803955079,90.35478477478027,96.20579940795898,1.0027670404790416,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,1,5,2015,65.75008274462269,88.79000091552734,1,88.89628448486329,1,91.19272032238189,1
2015-05-20 00:00:00-04:00,88.21428680419922,89.10857391357422,87.36285400390625,88.79000091552734,12756800,0.0,0.0,NFLX,Communication Services,Entertainment,0.008191661258057037,88.59342803955079,90.35478477478027,96.20579940795898,1.0027670404790416,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,2,5,2015,65.75008274462269,89.00285339355469,1,89.03971252441406,1,91.4346931094215,1
2015-05-21 00:00:00-04:00,89.08142852783203,89.57142639160156,88.18142700195312,89.00285339355469,12767300,0.0,0.0,NFLX,Communication Services,Entertainment,0.002397257301864908,88.59342803955079,90.35478477478027,96.20579940795898,1.0027670404790416,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,3,5,2015,65.75008274462269,88.83856964111328,0,89.06942749023438,1,91.78761836460659,1
2015-05-22 00:00:00-04:00,89.17857360839844,89.40714263916016,88.69285583496094,88.83856964111328,7466200,0.0,0.0,NFLX,Communication Services,Entertainment,-0.0018458256806102025,88.59342803955079,90.35478477478027,96.20579940795898,1.0027670404790416,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,4,5,2015,65.75008274462269,87.99285888671875,0,89.10228424072265,1,92.19115593319847,1
2015-05-26 00:00:00-04:00,88.87428283691406,89.06143188476562,87.78571319580078,87.99285888671875,9646000,0.0,0.0,NFLX,Communication Services,Entertainment,-0.009519634971735802,88.53857116699218,90.35478477478027,96.20579940795898,0.9938364458215146,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,1,5,2015,65.75008274462269,89.85713958740234,1,89.3297119140625,1,92.61741420200893,1
2015-05-27 00:00:00-04:00,88.14286041259766,89.90714263916016,87.92857360839844,89.85713958740234,10506300,0.0,0.0,NFLX,Communication Services,Entertainment,0.02118672724435111,88.89628448486329,90.35478477478027,96.20579940795898,1.0108087206130945,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,2,5,2015,65.75008274462269,89.50714111328125,0,89.11999816894532,0,92.85714213053386,1
2015-05-28 00:00:00-04:00,89.71428680419922,89.855712890625,88.93000030517578,89.50714111328125,7821800,0.0,0.0,NFLX,Communication Services,Entertainment,-0.003895054702700129,89.03971252441406,90.35478477478027,96.20579940795898,1.0052496641736015,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,3,5,2015,65.75008274462269,89.15142822265625,0,89.08828430175781,0,93.0276863461449,1
2015-05-29 00:00:00-04:00,89.47285461425781,90.2057113647461,88.9557113647461,89.15142822265625,12712000,0.0,0.0,NFLX,Communication Services,Entertainment,-0.003974128613657868,89.06942749023438,90.35478477478027,96.20579940795898,1.0009206383686575,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,4,5,2015,65.75008274462269,89.00285339355469,0,89.3499984741211,1,93.17435310000465,1
2015-06-01 00:00:00-04:00,88.83714294433594,89.12142944335938,87.94428253173828,89.00285339355469,9926000,0.0,0.0,NFLX,Communication Services,Entertainment,-0.0016665445754889818,89.10228424072265,90.35478477478027,96.20579940795898,0.9988840819512624,1.0340506840323038,1.111159640933613,0,0,0.013834188081298932,14961625.0,1.273524767530265,0,6,2015,65.75008274462269,89.12999725341797,1,89.47028503417968,1,93.40510159447079,1
