Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,MACD_Hist,MA_20,BB_Upper,BB_Lower,BB_Width,BB_Position,Daily_Return,Volatility_10D,Volatility_30D,Weekly_Return,Monthly_Return,MA_5,MA_10,MA_50,MA_100,MA_200,STD_5,STD_20,Volume_MA_20,Price_Range,Daily_Change,DayOfWeek,Month,Target_1D,Target_1W,Target_1M
2010-10-18,17.14694011402048,17.172033771449264,17.042385601130114,17.075843811035156,6297600,0.0,0.0,59.62200377238996,0.3676881925533877,0.3996962343475021,-0.03200804179411443,16.824396705627443,17.470249913643936,16.17854349761095,0.07677579402302942,0.694662736274039,-0.004146525164748116,0.11695468028149004,0.14067094169915728,-0.00390409211472198,0.05695033514260173,17.119343185424803,17.083378410339357,15.854363288879394,15.373069677352905,14.937501888275147,0.03203634391467428,0.322926604008247,14457360.0,0.12964817031915032,-0.07109630298532466,0,10,0,1,0
2010-10-19,16.824925427867797,17.052855277163456,16.745464509096973,16.881385803222656,10816400,0.0,0.0,57.24686535398201,0.33234788517632907,0.38622656451326753,-0.05387867933693846,16.856181621551514,17.44188641826626,16.270476824836766,0.06949436234904979,0.5215161134179832,-0.011387900355871894,0.09860103249929054,0.14585915993744838,-0.014164926927618393,0.030113692176836793,17.070831298828125,17.07145938873291,15.883168029785157,15.38849977493286,14.954360656738281,0.11061287277362628,0.2928523983573736,14334500.0,0.30739076806648313,0.05646037535485959,1,10,1,1,1
2010-10-20,16.94620447647158,17.077942657066675,16.906473230337273,16.988025665283203,7533200,0.0,0.0,59.45039479169605,0.3093790534620844,0.37085706230303095,-0.06147800884094656,16.897271728515626,17.386537721760934,16.40800573527032,0.05791064985001438,0.5927449874102272,0.006317008763592646,0.10473582945460777,0.14612575137673886,-0.009509759143855878,0.04569447622572054,17.038210678100587,17.069996070861816,15.914980564117432,15.408151149749756,14.971483888626098,0.10491591306036953,0.2446329966226544,14186720.0,0.17146942672940213,0.041821188811624666,2,10,1,0,1
2010-10-21,17.067483668132287,17.32259540538051,17.04029846671703,17.169946670532227,11593200,0.0,0.0,64.13382202901121,0.3023700597632413,0.3571596617950731,-0.05478960203183181,16.9436936378479,17.337938305501048,16.549448970194753,0.046535858836883735,0.7869449497328158,0.0107087785734159,0.11489577472861973,0.14657151138151892,0.004157740941048482,0.06208766957334899,17.05242919921875,17.093416023254395,15.958056182861329,15.43211238861084,14.989930171966552,0.11905388997597856,0.19712233382657326,13880300.0,0.2822969386634817,0.10246300239994,3,10,0,0,1
2010-10-22,17.169945925120654,17.257771351936345,17.086301977754264,17.13021469116211,4240400,0.0,0.0,65.93770888531314,0.29026336765897653,0.3437804029678538,-0.05351703530887725,16.968263816833495,17.343286609092587,16.593241024574404,0.04420284789384844,0.7159213755423259,-0.002314042095326152,0.09584875208822434,0.146576555062996,-0.0009756464366769135,0.05471820601867616,17.04908332824707,17.090905952453614,16.0026704788208,15.451898746490478,15.00751627445221,0.11592763594346747,0.18751139612954604,12423100.0,0.17146937418208097,-0.03973123395854472,4,10,1,0,1
2010-10-25,17.266145744741724,17.362335780642265,17.149045108928288,17.15740966796875,8882800,0.0,0.0,57.338776471932256,0.27963962279081755,0.33095224693244657,-0.051312624141629015,16.999003219604493,17.324662582862807,16.67334385634618,0.0383151128394093,0.7432088037932578,0.0015875444235191605,0.09614783456463226,0.14411652162799318,0.00477668089707417,0.03116800551703336,17.06539649963379,17.092369842529298,16.05174509048462,15.470082139968872,15.025372714996339,0.1259411983196401,0.16282968162915765,11928440.0,0.21329067171397753,-0.10873607677297414,0,10,0,0,1
2010-10-26,17.071664730839643,17.192948377055522,16.99220385678905,17.109304428100586,10289600,0.0,0.0,54.78424560833069,0.2642919445964722,0.3176201864652517,-0.05332824186877949,17.01134023666382,17.333916471321302,16.688764002006337,0.03792484662228408,0.6518465728586397,-0.002803758888964003,0.09712020391898064,0.1444098510543192,0.013501179792622331,0.034255925621963446,17.110980224609374,17.09090576171875,16.09785779953003,15.493742589950562,15.043825879096985,0.07266933949753812,0.16128811732874135,11357440.0,0.20074452026647194,0.03763969726094274,1,10,0,0,1
2010-10-27,16.98801785499146,17.01101997687539,16.785181832219767,16.94410514831543,8974000,0.0,0.0,50.34456403449729,0.2360772462608125,0.30131159842436384,-0.06523435216355133,17.02284107208252,17.31584001987352,16.729842124291523,0.034424212333335716,0.3656378728307669,-0.009655522846026998,0.10758722499570794,0.1421956251824812,-0.0025853808931740607,0.004835626478931765,17.10219612121582,17.070203399658205,16.13795816421509,15.518209333419799,15.0615460729599,0.09146993587910088,0.14649947389549892,11077440.0,0.22583814465562213,-0.04391270667603209,2,10,1,1,1
2010-10-28,17.002661409526738,17.08421383568855,16.847921113139694,16.960840225219727,6505600,0.0,0.0,40.372554684977146,0.21261636627782465,0.28357255199505604,-0.07095618571723139,17.032982921600343,17.30030008151871,16.765665761681976,0.031388179175518234,0.36506160621591305,0.000987663659887117,0.10754635593432939,0.1421988343846488,-0.012178631030425824,0.014763101569371884,17.06037483215332,17.056402015686036,16.17618495941162,15.541447677612304,15.07875042438507,0.10014145992650238,0.13365857995918293,10728060.0,0.23629272254885691,-0.041821184307011094,3,10,1,1,1
2010-10-29,16.925291637864465,17.040300689534902,16.864649805365122,17.02984619140625,8051600,0.0,0.0,44.705661423448724,0.1973171058584242,0.26632146276772967,-0.06900435690930545,17.04542484283447,17.28509568565136,16.805754000017583,0.02812142789361346,0.4674999026891988,0.004068546444056187,0.10890058014194143,0.14115893357523626,-0.005859150137075719,0.016221679440747927,17.04030113220215,17.04469223022461,16.21954189300537,15.565896835327148,15.096723623275757,0.09240247945224876,0.11983542140844365,10422140.0,0.17565088416978014,0.10455455354178511,4,10,0,1,1
2010-11-01,17.121856559557813,17.14695023179343,16.852105565685672,16.958751678466797,7583200,0.0,0.0,42.61694448280507,0.17741052067017904,0.24853927434821954,-0.0711287536780405,17.058180713653563,17.241877963315808,16.874483463991318,0.021537730517207115,0.22936710982450384,-0.004174700824680966,0.108925899126221,0.13697679912449343,-0.011578553717979223,0.010591968862300849,17.000569534301757,17.032983016967773,16.261810245513917,15.586010227203369,15.11496150970459,0.06927441398568146,0.09184862483112302,10283640.0,0.29484466610775684,-0.16310488109101584,0,11,1,1,1
2010-11-02,17.105125435446432,17.197132356835468,17.044483603521915,17.094669342041016,7117600,0.0,0.0,47.700167975299394,0.17063485562924186,0.232958390604424,-0.06232353497518214,17.06288537979126,17.24518511522035,16.88058564436217,0.02136798453150257,0.5871750092641179,0.008014603088197791,0.09850121471228648,0.1350710839395366,-0.0008553875536595479,0.023410179714222545,16.997642517089844,17.05431137084961,16.308088512420653,15.606274433135987,15.133548212051391,0.06360903487431417,0.09114986771454481,9965960.0,0.152648753313553,-0.010456093405416311,1,11,1,1,1
2010-11-03,17.090486200149005,17.182493112591956,16.929471311466354,17.11139678955078,7029200,0.0,0.0,50.52615576643037,0.16471611267054698,0.2193099350176486,-0.05459382234710161,17.068322277069093,17.249541884191004,16.887102669947183,0.021234612773321605,0.6188461700303511,0.000978518342476864,0.09440828981931962,0.13363278602572626,0.009873147019037631,0.006518647964512958,17.031100845336915,17.066648483276367,16.358451156616212,15.62693507194519,15.152766380310059,0.07186954026733579,0.09060980356095501,9835700.0,0.2530218011256018,0.020910589401776036,2,11,1,1,1
2010-11-04,17.297501955660977,17.458515232289894,17.230587119281022,17.441787719726562,9876000,0.0,0.0,59.999974124000374,0.18455778583464166,0.21235950518104724,-0.027801719346405573,17.093624305725097,17.32986192565612,16.857386685794072,0.027640436657064317,1.2368924011830127,0.019308238493863872,0.12480889191294785,0.14267191130832058,0.028356348395505604,0.025827070916472294,17.127290344238283,17.093832588195802,16.41508834838867,15.647233114242553,15.17419466972351,0.18582651777609585,0.11811880996551286,9720320.0,0.22792811300887195,0.1442857640655859,3,11,1,1,1
2010-11-05,17.40623791713034,17.588163375854492,17.40623791713034,17.588163375854492,9038800,0.0,0.0,66.53179596323409,0.20967672414908733,0.21182294897465528,-0.0021462248255679495,17.115266704559325,17.438566872861085,16.791966536257565,0.037779156338315904,1.231358529411247,0.008392239286479697,0.12696180363959414,0.12793739198757034,0.03278462871437937,0.038523026093878476,17.23895378112793,17.13962745666504,16.473569717407226,15.669307403564453,15.197037038803101,0.26395593926595073,0.16165008415087923,9220340.0,0.18192545872415167,0.18192545872415167,4,11,0,0,1
2010-11-08,17.49407006223552,17.53170817295715,17.34769271835538,17.483613967895508,7300400,0.0,0.0,70.6300596540977,0.21862720197536945,0.21318379957479813,0.005443402400571312,17.132308864593504,17.495220706283956,16.769397022903053,0.04236578321798331,0.9840088734299999,-0.005944305026328811,0.1341848292667529,0.1280232249888308,0.03094934694368745,0.01913684249381231,17.343926239013673,17.172247886657715,16.527668685913085,15.688794584274293,15.218643474578858,0.22635163770980196,0.18145592084522513,9090220.0,0.18401545460177005,-0.010456094340010935,0,11,0,0,1
