date,open,high,low,close,volume,dividends,splits,symbol,Sector,Industry,return,ma5,ma20,ma50,price_to_ma5,price_to_ma20,price_to_ma50,ma5_cross_ma20,ma20_cross_ma50,volatility,volume_ma20,rel_volume,day_of_week,month,year,rsi,next_day_close,next_day_direction,next_week_avg,next_week_direction,next_month_avg,next_month_direction
2015-05-18 00:00:00-04:00,101.70311543460276,101.95168517709673,101.27962182121476,101.57422637939453,4868900,0.0,0.0,DIS,Communication Services,Entertainment,0.0020845700132128275,101.59080352783204,101.47710456848145,104.9367430114746,0.9992026110391802,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,0,5,2015,49.70423099240759,101.78596496582031,1,101.42693176269532,0,101.56458718436105,0
2015-05-19 00:00:00-04:00,101.90565267149637,102.18184048105554,101.70311073013048,101.78596496582031,4549600,0.0,0.0,DIS,Communication Services,Entertainment,0.0020845700132128275,101.59080352783204,101.47710456848145,104.9367430114746,0.9992026110391802,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,1,5,2015,49.70423099240759,101.45454406738281,0,101.39195098876954,0,101.6812013898577,0
2015-05-20 00:00:00-04:00,101.9885170524777,102.0161351337883,101.28882855559223,101.45454406738281,4393500,0.0,0.0,DIS,Communication Services,Entertainment,-0.0032560569480162282,101.59080352783204,101.47710456848145,104.9367430114746,0.9992026110391802,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,2,5,2015,49.70423099240759,101.62948608398438,1,101.45271453857421,0,101.78729502360027,1
2015-05-21 00:00:00-04:00,101.30726337131317,101.85964616788215,101.17837428624468,101.62948608398438,4880600,0.0,0.0,DIS,Communication Services,Entertainment,0.001724338896889277,101.59080352783204,101.47710456848145,104.9367430114746,0.9992026110391802,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,3,5,2015,49.70423099240759,101.50979614257812,0,101.44902954101562,0,101.92495218912761,1
2015-05-22 00:00:00-04:00,101.54662259552595,102.09900534188795,101.38090706922459,101.50979614257812,4267700,0.0,0.0,DIS,Communication Services,Entertainment,-0.001177708812847289,101.59080352783204,101.47710456848145,104.9367430114746,0.9992026110391802,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,4,5,2015,49.70423099240759,100.75486755371094,0,101.57791595458984,1,102.1068874540783,1
2015-05-26 00:00:00-04:00,101.42693097843858,102.05296660669207,100.12883192545745,100.75486755371094,5970800,0.0,0.0,DIS,Communication Services,Entertainment,-0.007437002314602537,101.42693176269532,101.47710456848145,104.9367430114746,0.9933739077254473,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,1,5,2015,49.70423099240759,101.6110610961914,1,101.81912231445312,1,102.29671405610584,1
2015-05-27 00:00:00-04:00,100.81930996466485,101.83201277682545,100.62597636611916,101.6110610961914,3984200,0.0,0.0,DIS,Communication Services,Entertainment,0.008497788377559434,101.39195098876954,101.47710456848145,104.9367430114746,1.0021610207248712,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,2,5,2015,49.70423099240759,101.75836181640625,1,101.96642303466797,1,102.47558048793248,1
2015-05-28 00:00:00-04:00,101.37169461193895,101.76757018525377,100.90216613569869,101.75836181640625,3392000,0.0,0.0,DIS,Communication Services,Entertainment,0.0014496524160436675,101.45271453857421,101.47710456848145,104.9367430114746,1.0030127067493677,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,3,5,2015,49.70423099240759,101.6110610961914,0,101.9240737915039,1,102.67110661097935,1
2015-05-29 00:00:00-04:00,101.57423464543118,101.74915150663313,100.72724734972795,101.6110610961914,5264900,0.0,0.0,DIS,Communication Services,Entertainment,-0.0014475539659394299,101.44902954101562,101.47710456848145,104.9367430114746,1.0015971720568335,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,4,5,2015,49.70423099240759,102.15422821044922,1,101.91118469238282,1,102.7885971069336,1
2015-06-01 00:00:00-04:00,102.63296501251915,102.89994446976083,101.77676940874676,102.15422821044922,6778900,0.0,0.0,DIS,Communication Services,Entertainment,0.005345551049246611,101.57791595458984,101.47710456848145,104.9367430114746,1.0056735979513207,0.9995961861577414,1.0453281253967177,0,0,0.006123720640685904,5052800.0,1.1364392020265992,0,6,2015,49.70423099240759,101.96089935302734,0,101.60369415283203,0,102.92800866989862,1
