Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,MA_20,BB_Upper,BB_Lower,BB_Width,BB_Position,Daily_Return,Volatility_10D,Volatility_30D,Weekly_Return,Monthly_Return,MA_5,MA_10,MA_50,MA_100,MA_200,STD_5,STD_20,Volume_MA_20,Price_Range,Daily_Change,DayOfWeek,Month,Target_1D,Target_1W,Target_1M
2013-03-07,27.44067002652675,28.545463672339473,27.34113874249294,28.445932388305664,74540200,50.696841951337746,-0.33617067522821387,-0.4099487244776837,0.07377804924946985,27.728814029693602,28.95824780204476,26.499380257342445,0.0886755395333251,0.7916457863527905,0.04116566123501797,0.26684850035342583,0.37888485333508,0.04880719046520321,-0.0020949910844111352,27.679545211791993,27.36701889038086,28.698941688537598,26.04086923599243,25.549684104919432,0.44943408450395816,0.6147168861755781,46412865.0,1.204324929846532,1.0052623617789145,3,3,0,0,0
2013-03-08,28.29663866579286,28.33645004353727,27.599921520451463,27.828842163085938,44198900,47.08738436082709,-0.29940943110079843,-0.3878408658023067,0.08843143470150827,27.694475841522216,28.868496559358682,26.52045512368575,0.08478374709488178,0.557224851113078,-0.021693443434936177,0.295211257015996,0.3815655598851278,0.006479471212126553,-0.037521502730930134,27.71537628173828,27.44962978363037,28.719445037841798,26.123678970336915,25.498574981689455,0.4535809500785331,0.5870103589182324,46895805.0,0.7365285230858056,-0.4677965027069213,4,3,1,0,0
2013-03-11,27.8786081649001,28.50565206364016,27.69945222285967,28.007997512817383,35642100,43.13041032303132,-0.2529042184172532,-0.36085353632529604,0.10794931790804285,27.674071979522704,28.808815777732352,26.539328181313056,0.08200772181623985,0.6471369721612633,0.00643775794485224,0.2955216064517347,0.378890560995236,0.015151584283483066,-0.01780107408569276,27.798982620239258,27.536221504211426,28.75189208984375,26.207185401916504,25.469263124465943,0.46311230143241217,0.5673718991048233,46792470.0,0.80619984078049,0.1293893479172823,0,3,0,0,0
2013-03-12,27.96818727791541,28.187154605793765,27.470532706772435,27.699453353881836,27569600,44.36493407655758,-0.2381996203789427,-0.3363227531360254,0.09812313275708268,27.652672863006593,28.767383463889264,26.537962262123923,0.08062226797424105,0.5209832448162779,-0.01101628771547647,0.3039280820355509,0.36620626089109937,0.0112646139055812,-0.025218873653722218,27.86069221496582,27.580015182495117,28.787325134277342,26.289895572662353,25.453487491607667,0.4129862847629197,0.5573553004413354,46302860.0,0.7166218990213302,-0.26873392403357244,1,3,0,0,1
2013-03-13,27.490436387655382,27.52029444373468,26.793719303651436,26.95296859741211,39619500,48.06199132076943,-0.283513039863557,-0.32576081048153177,0.042247770617974745,27.638240814208984,28.782443688953123,26.494037939464846,0.08279853138524626,0.20054601682847872,-0.026949440009981784,0.3212825102782711,0.34507151844038353,-0.013479150941525742,-0.04175521366320478,27.787038803100586,27.6009162902832,28.81061534881592,26.365140895843506,25.42900287628174,0.544989758587779,0.5721014373720696,43608900.0,0.726575140083245,-0.537467790243273,2,3,0,0,1
2013-03-14,26.97287642995641,27.30132835020453,26.704142522916655,26.913158416748047,27646400,49.10893959580773,-0.3189598297707015,-0.32440061433936573,0.005440784568664259,27.594944858551024,28.781458526076083,26.408431191025965,0.08599500188219338,0.21269338884856212,-0.001477023969370328,0.3127964769411467,0.3406350426362848,-0.05388376624939717,-0.01205696586068683,27.480484008789062,27.580014610290526,28.818975944519043,26.440386276245118,25.399193363189696,0.5117866526475221,0.5932568337625289,42483020.0,0.5971858272878734,-0.05971801320836434,3,3,0,0,0
2013-03-15,26.903202841269184,26.933060896167902,26.43540639824255,26.52498435974121,31597400,44.1508948225541,-0.37406211325096805,-0.3343329141216862,-0.039729199129281856,27.50287857055664,28.722663436888414,26.283093704224864,0.08870234169870658,0.09915299910375906,-0.014423207079451328,0.2978649294576891,0.3416753109404001,-0.04685275067154071,-0.04514524173150991,27.219712448120116,27.4675443649292,28.792102546691893,26.507768688201903,25.373016719818114,0.6122335038017512,0.6098924331658883,42282100.0,0.4976544979253532,-0.37821848152797344,4,3,0,0,1
2013-03-18,26.24630188576405,26.66433178502951,25.65906936302444,26.365737915039062,26653700,41.5730147565457,-0.42567402195675186,-0.35260113568869933,-0.07307288626805253,27.411807823181153,28.687193153092412,26.136422493269894,0.09305371890377204,0.08990044670857407,-0.006003639532540017,0.2978295731181988,0.32468421843100276,-0.05863538073461938,-0.07052634608283048,26.89126052856445,27.345121574401855,28.766622619628905,26.58251640319824,25.36132183074951,0.51667090476838,0.6376926649556297,41959320.0,1.005262422005071,0.11943602927501118,0,3,1,0,1
2013-03-19,26.40555035473552,26.77381364814733,26.087049857145082,26.42545509338379,25254200,46.72126930920209,-0.4564959530468151,-0.3733800991603225,-0.08311585388649262,27.29336585998535,28.46383040846908,26.12290131150162,0.08576916123047616,0.12924517119040857,0.0022649538024370752,0.2990949532217243,0.28690706312048436,-0.04599362464745205,-0.06250002537523891,26.636460876464845,27.24857654571533,28.72262996673584,26.657662200927735,25.353160285949706,0.27702889846352163,0.5852322742418644,40752210.0,0.6867637910022459,0.01990473864826825,1,3,0,0,0
2013-03-20,26.55484637348503,26.56479969202399,25.659068587394447,25.738693237304688,44006500,36.60881332651475,-0.5302263781402416,-0.4047493549563063,-0.12547702318393533,27.163975620269774,28.422399670501083,25.905551570038465,0.09265389336399432,-0.06629654475496868,-0.025988648205004683,0.3196150953529653,0.2883653060442209,-0.045051637103306286,-0.10611828447952487,26.39360580444336,27.090322303771973,28.651763954162597,26.72275541305542,25.334547996520996,0.4236439273749882,0.6292120251156548,40847625.0,0.9057311046295418,-0.8161531361803434,2,3,0,1,0
