Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,MACD_Hist,MA_20,BB_Upper,BB_Lower,BB_Width,BB_Position,Daily_Return,Volatility_10D,Volatility_30D,Weekly_Return,Monthly_Return,MA_5,MA_10,MA_50,MA_100,MA_200,STD_5,STD_20,Volume_MA_20,Price_Range,Daily_Change,DayOfWeek,Month,Target_1D,Target_1W,Target_1M
2000-10-16,0.3352924926497072,0.34938034085416386,0.3212037917534315,0.32308292388916016,820176000,0.0,0.0,18.02399795221271,-0.13729051673968717,-0.12446192493953682,-0.012828591800150349,0.5283784821629525,1.0267053182219734,0.03005164610393163,1.8862495460416437,0.29401514887562913,-0.025493976297839227,0.9225695556329573,1.6876214308034458,-0.011493391347846216,-0.6107489641505388,0.3127513945102692,0.32458522319793703,0.7043480330705643,0.7308579149842263,0.7962234453856945,0.015231268432851176,0.24916341802951042,1221337040.0,0.028176549100732362,-0.012209568760547018,0,10,0,0,0
2000-10-17,0.3259002464444225,0.329656779428554,0.29584630226727265,0.3024202287197113,601720000,0.0,0.0,18.467804762792994,-0.13421313184710099,-0.12641216632104968,-0.007800965526051307,0.49846515655517576,0.9739955132405411,0.02293479986981045,1.907978322784647,0.29386707380578686,-0.0639547733464787,0.8919385568192176,1.6904559316884502,-0.03592858745056038,-0.6682122136279425,0.3104973018169403,0.3212980031967163,0.6959892070293426,0.7273253762722015,0.7935303086042405,0.015877753221184773,0.23776517834268265,1237847520.0,0.03381047716128133,-0.0234800177247112,1,10,0,0,0
2000-10-18,0.2920889165915093,0.31650807383204477,0.28175760446330733,0.3024202287197113,834265600,0.0,0.0,9.422440922421316,-0.13027258092730154,-0.12718424924230007,-0.003088331685001472,0.4677182987332344,0.9073757849992912,0.028060812467177565,1.8800097727919676,0.3120149489351653,0.0,0.8122616347410372,1.6891810802338014,0.025478974401677457,-0.6642337285593504,0.31200008392333983,0.31603852212429046,0.6879872912168503,0.7238597550988197,0.7911917154490947,0.014311540434261145,0.21982874313302841,1268191400.0,0.034750469368737436,0.010331312128201986,2,10,0,0,0
2000-10-19,0.2878627953809115,0.29772452414932826,0.2751836483685098,0.28457581996917725,1506724800,0.0,0.0,26.609440949531617,-0.12712415248958336,-0.12717222989175675,4.807740217338541e-05,0.4393546596169472,0.8466729773402732,0.032036341893621145,1.8541663724629567,0.31000260372171057,-0.05900534109797462,0.8003286418615514,1.670518670839567,-0.0531245181349822,-0.6897873995749252,0.30880685448646544,0.31134259700775146,0.6794030755758286,0.7201264634728431,0.7887075512111187,0.01863530923234697,0.20365915886166303,1318003120.0,0.02254087578081848,-0.0032869754117342276,3,10,1,0,0
2000-10-20,0.28645410102385327,0.30617673110152743,0.2845758221799384,0.2930280268192291,791263200,0.0,0.0,32.56857177292436,-0.12253447664305267,-0.12624467924201593,0.0037102025989632637,0.41479472517967225,0.7927323272914678,0.036857123067876696,1.8222874070931752,0.3389063463385895,0.029701071759952624,0.8255941221888643,1.678585820291648,-0.11614772513677285,-0.6560092649916931,0.3011054456233978,0.3073040693998337,0.6709691202640533,0.7167453652620316,0.7866037583351135,0.014360885060724774,0.18896880105589778,1321231240.0,0.021600908921589057,0.006573925795375857,4,10,1,0,0
2000-10-23,0.304533293664367,0.3089950279979342,0.29208893562405874,0.3061767816543579,551292000,0.0,0.0,42.28833917954905,-0.11649326895145218,-0.12429439718390319,0.007801128232451007,0.3899060904979706,0.7228174910947347,0.05699468990120654,1.7076491427542695,0.374246858633374,0.04487200414873738,0.8703449016184435,1.691068020093161,-0.05232756355950963,-0.6095812912546883,0.2977242171764374,0.30523780584335325,0.662760556936264,0.7131106853485107,0.7843966522812843,0.008810298633893985,0.16645570029838203,1327018280.0,0.01690609237387547,0.0016434879899909216,0,10,0,0,0
2000-10-24,0.3108732429666227,0.3136906613432628,0.28269757952953856,0.2836367189884186,804451200,0.0,0.0,31.37252705972388,-0.11223063807866118,-0.1218816453628548,0.009651007284193616,0.3654401198029518,0.6479240915808038,0.08295614802509982,1.5459932091209339,0.3552070046670397,-0.07361780519133143,0.9225688396193132,1.6958227040330305,-0.062110626034548866,-0.6471958404019444,0.29396751523017883,0.3022324085235596,0.6542890375852585,0.7089923247694969,0.7821425886452198,0.010202040007902025,0.141241985888926,1352694000.0,0.030993081813724233,-0.02723652397820414,1,10,0,1,0
2000-10-25,0.2864541895710295,0.28833244391637713,0.2770620149941394,0.2780011296272278,663969600,0.0,0.0,34.594534514724245,-0.10806155106949072,-0.11911762650418199,0.011056075434691268,0.3425707533955574,0.5670515901424009,0.1180899166487139,1.3105662670954363,0.35618009825678904,-0.019869040162676876,0.8811241669968879,1.6931703591968632,-0.0807455876740163,-0.6403403533545362,0.2890836954116821,0.300541889667511,0.6458175164461136,0.7049115315079689,0.7800481869280338,0.01096066951741118,0.11224041837342176,1365779520.0,0.01127042892223773,-0.008453059943801744,2,10,0,1,1
2000-10-26,0.28269765580116335,0.28363679551342263,0.262974166935124,0.2780011296272278,721851200,0.0,0.0,33.8797763988338,-0.10356370169114354,-0.11600684154157431,0.012443139850430773,0.31627333611249925,0.375794490245175,0.2567521819798235,0.3763905921648981,0.17849912318601263,0.0,0.8719529168368001,1.6951259668008507,-0.02310347499890042,-0.6219669663183083,0.2877687573432922,0.29828780591487886,0.6368012684583664,0.7007133373618126,0.7781627549231053,0.011983343834493163,0.02976057706633786,1352892800.0,0.020662628578298647,-0.004696526173935567,3,10,1,1,1
2000-10-27,0.2836368167380086,0.2883324654923392,0.268608975150388,0.2789402902126312,744503200,0.0,0.0,35.5931103423746,-0.098784613707664,-0.11256239597479226,0.013777782267128252,0.3108729898929596,0.36246619921458895,0.2592797805713302,0.3319246830636141,0.19053388905057658,0.0033782617598092646,0.6317520165246104,1.697705754974668,-0.04807641357558168,-0.6530375368270869,0.28495121002197266,0.29302832782268523,0.6269209516048432,0.6962474727630615,0.7759227800369263,0.012093295350523836,0.025796604660814685,1019035920.0,0.0197234903419512,-0.004696526525377387,4,10,1,1,0
